CensusId,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
18147,Indiana,Spencer,20856,10557,10299,2.7,95.4,0.6,0.2,0.3,0.1,15889,55247.0,2532.0,24936,1066,10.8,15.5,28.1,14.1,22.1,11.8,23.8,85.9,8.2,0.1,1.2,1.0,3.6,27.1,10060,86.3,6.9,6.7,0.1,5.6
18149,Indiana,Starke,23117,11395,11722,3.5,94.6,0.7,0.1,0.3,0.0,17531,42208.0,2646.0,20899,1239,16.0,26.1,24.8,17.9,18.9,12.3,26.1,80.5,13.7,0.4,2.0,0.8,2.6,29.3,9583,83.4,11.2,5.3,0.1,11.5
18151,Indiana,Steuben,34267,17379,16888,3.2,94.3,0.3,0.0,0.4,0.0,26456,48472.0,2487.0,24576,849,10.8,15.3,26.5,15.3,24.7,8.4,25.1,84.7,8.9,0.3,2.0,1.4,2.8,22.2,16375,84.6,10.0,5.3,0.1,6.9
18153,Indiana,Sullivan,21111,11540,9571,1.7,92.3,4.5,0.3,0.2,0.0,16747,45023.0,4247.0,19715,1057,18.7,28.0,25.5,20.2,18.3,14.3,21.7,88.6,7.0,0.2,0.9,1.4,1.9,22.7,8203,84.0,11.9,4.1,0.0,6.8
18155,Indiana,Switzerland,10500,5443,5057,0.7,96.6,1.0,0.2,0.2,0.0,7798,44061.0,2816.0,19516,1110,19.6,32.5,17.4,24.9,20.1,14.0,23.7,82.5,10.0,0.4,0.9,1.0,5.3,35.9,4314,79.0,14.8,6.2,0.0,9.6
18157,Indiana,Tippecanoe,180952,92366,88586,7.9,78.4,4.4,0.1,7.2,0.0,128850,45932.0,1223.0,23529,647,22.2,21.4,37.9,18.2,21.0,7.0,15.9,74.4,10.5,3.0,6.3,2.6,3.3,17.6,86629,79.4,16.8,3.7,0.1,6.5
18159,Indiana,Tipton,15573,7776,7797,2.6,95.7,0.2,0.0,0.1,0.3,12087,51613.0,3342.0,25868,1447,10.0,19.6,31.1,16.3,19.9,14.4,18.2,84.9,9.2,0.0,1.1,1.7,3.1,24.1,7195,82.1,12.1,5.5,0.2,6.2
18161,Indiana,Union,7299,3681,3618,0.7,96.3,0.2,0.0,0.6,0.0,5553,44277.0,5063.0,21487,1119,10.4,15.0,25.9,20.9,26.8,12.2,14.2,89.2,5.9,0.1,1.5,0.3,3.0,24.0,3384,74.6,17.1,7.2,1.1,7.7
18163,Indiana,Vanderburgh,181305,87661,93644,2.4,84.6,9.0,0.2,1.1,0.1,139081,43046.0,1049.0,24961,650,16.6,24.6,30.8,18.5,25.4,8.3,16.9,84.9,7.7,1.8,1.7,1.2,2.8,19.3,86077,87.0,9.2,3.7,0.1,6.2
18165,Indiana,Vermillion,15860,7785,8075,1.1,97.0,0.3,0.4,0.3,0.0,12220,43600.0,1879.0,22022,940,12.9,14.4,23.1,16.6,23.8,10.3,26.1,82.4,11.8,0.8,2.1,0.5,2.4,25.3,6686,82.3,10.6,6.7,0.4,6.5
18167,Indiana,Vigo,108268,54952,53316,2.5,86.1,6.1,0.2,1.9,0.0,83791,40313.0,1182.0,21626,785,20.5,27.6,31.2,20.5,22.6,8.4,17.3,83.9,8.6,1.0,3.3,1.4,1.9,20.1,47334,83.8,12.6,3.6,0.1,8.9
18169,Indiana,Wabash,32358,15894,16464,2.3,94.7,0.8,0.7,0.3,0.0,25100,45649.0,1432.0,22674,1019,14.4,25.7,30.0,18.1,21.2,8.9,21.7,86.3,6.1,0.5,3.7,0.7,2.7,18.3,14892,83.6,10.6,5.5,0.3,7.0
18171,Indiana,Warren,8367,4159,4208,1.3,96.9,0.6,0.2,0.1,0.0,6503,56042.0,3523.0,27731,2229,9.1,13.8,27.4,13.0,18.8,11.9,28.9,80.7,14.0,0.4,0.8,0.8,3.3,26.6,4031,79.2,13.1,7.7,0.0,5.5
18173,Indiana,Warrick,60995,30171,30824,1.7,93.3,1.5,0.2,2.1,0.0,45043,62185.0,2005.0,30507,1105,9.9,17.2,36.3,15.8,24.5,9.9,13.4,88.2,7.3,0.1,1.0,0.9,2.5,22.3,29930,86.0,9.2,4.7,0.1,5.0
18175,Indiana,Washington,27930,13867,14063,1.4,97.0,0.1,0.4,0.2,0.0,21122,41289.0,2188.0,20483,1065,15.2,22.7,25.6,14.3,19.8,12.2,28.1,82.3,11.5,0.1,0.8,0.7,4.4,31.5,11783,83.8,9.7,6.4,0.1,10.1
18177,Indiana,Wayne,67866,32924,34942,2.7,88.8,4.7,0.1,0.8,0.0,51786,38494.0,1518.0,22093,794,21.1,33.0,29.3,20.7,22.2,8.8,19.0,84.7,7.4,0.5,2.7,2.0,2.8,19.2,28437,82.8,11.9,5.0,0.3,9.0
18179,Indiana,Wells,27796,13709,14087,2.5,95.5,0.6,0.3,0.6,0.0,20852,51101.0,1732.0,24253,919,12.2,20.1,25.7,16.6,23.0,11.4,23.3,87.7,5.2,0.1,2.1,1.5,3.5,20.6,13510,84.7,8.9,6.1,0.2,4.1
18181,Indiana,White,24388,12107,12281,7.5,90.3,0.4,0.0,0.2,0.0,17872,52154.0,3438.0,24944,1088,9.6,12.1,22.9,15.9,22.9,13.4,24.9,81.8,10.9,0.2,1.9,1.3,4.0,24.1,11433,81.6,12.5,5.8,0.2,6.0
18183,Indiana,Whitley,33330,16667,16663,1.9,95.9,0.4,0.4,0.3,0.0,25350,54389.0,2484.0,26383,1034,8.0,11.4,26.2,14.6,21.9,8.7,28.6,85.5,9.0,0.3,1.0,1.0,3.2,23.4,16503,85.1,9.3,5.5,0.1,5.3
