CensusId,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
6095,Solano,425753,211881,213872,25.3,39.8,13.5,0.3,14.6,0.8,290741,66828.0,1238.0,13.4,19.0,32.5,20.1,25.3,10.1,12.0,76.6,13.7,2.8,1.7,1.5,3.8,30.1,187021,74.2,19.7,6.0,0.1,11.4
6097,Sonoma,495078,242817,252261,25.8,64.7,1.4,0.5,3.8,0.3,347287,64240.0,1224.0,11.7,14.6,36.3,19.8,23.4,10.6,9.8,75.9,10.2,1.9,3.2,2.2,6.5,25.0,240247,75.6,12.7,11.6,0.2,8.1
6099,Stanislaus,527367,261045,266322,43.6,44.7,2.4,0.5,5.2,0.7,323587,50125.0,718.0,20.3,28.2,26.4,18.3,24.2,14.0,17.1,80.2,11.4,1.0,1.8,1.6,4.1,27.0,208428,78.9,14.2,6.8,0.2,15.2
6101,Sutter,95247,47349,47898,29.7,48.4,1.9,0.7,14.6,0.3,59874,52017.0,1350.0,17.8,24.3,30.5,19.6,22.6,15.7,11.6,76.9,14.1,1.2,1.7,1.4,4.7,26.4,37520,74.0,18.6,6.9,0.5,13.2
6103,Tehama,63152,31489,31663,23.5,70.1,0.5,1.8,1.3,0.2,45284,41001.0,2564.0,19.8,27.6,26.1,21.5,23.4,14.5,14.6,76.5,12.3,0.4,3.8,1.9,5.0,24.6,23127,70.1,20.1,9.6,0.2,13.2
6105,Trinity,13373,6878,6495,7.1,83.0,1.1,3.4,1.2,0.8,10562,34974.0,4081.0,19.5,23.8,29.8,30.0,22.1,11.1,7.1,65.3,10.9,1.1,4.9,1.9,15.7,18.0,4832,49.8,29.6,12.7,8.0,9.0
6107,Tulare,454033,227426,226607,62.4,30.7,1.3,0.7,3.2,0.1,243032,42031.0,920.0,28.1,37.9,23.9,18.6,20.4,22.9,14.3,76.5,15.6,0.7,1.9,2.2,3.1,22.7,170780,76.8,16.5,6.5,0.3,12.0
6109,Tuolumne,54079,28218,25861,11.4,81.4,1.8,1.5,1.4,0.1,43923,50306.0,2202.0,13.9,15.9,33.9,26.4,20.0,11.4,8.3,78.0,10.0,0.3,2.3,1.5,8.0,26.2,19477,67.3,19.8,12.4,0.5,12.9
6111,Ventura,840833,416484,424349,41.6,47.0,1.6,0.3,6.9,0.1,537621,77348.0,954.0,11.1,16.1,37.2,17.1,24.2,11.3,10.2,77.1,12.6,1.3,1.9,1.7,5.5,25.8,398116,77.8,13.2,8.8,0.2,8.6
6113,Yolo,207320,100937,106383,31.1,48.3,2.3,0.5,13.5,0.5,139127,54989.0,1553.0,19.9,18.7,44.5,18.5,19.2,8.2,9.5,66.9,11.7,3.7,3.2,10.2,4.2,22.0,92806,65.6,28.1,6.1,0.2,9.0
6115,Yuba,73437,37300,36137,26.7,56.8,3.2,1.0,7.1,0.3,48153,46892.0,1931.0,21.9,30.2,28.1,20.9,24.7,14.7,11.7,76.4,13.9,1.5,1.5,1.8,5.0,30.6,25499,69.0,21.5,9.3,0.2,14.8
